,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,% of fully vaccinated population,average for last 7 days,change in cases,increase in vaccinated population,average change
0,ISR,Asia,Israel,2021-01-04,448173.0,6631.0,5841.143,3445.0,29.0,27.0,51778.739,766.0989999999999,674.8439999999999,398.01099999999997,3.35,3.1189999999999998,1.34,261.0,30.154,1754.0,202.645,,,,,111655.0,8754026.0,1011.378,12.9,96656.0,11.167,0.06,16.5,tests performed,1433122.0,1433120.0,2.0,151701.0,130015.0,16.56,16.56,0.0,15021.0,82.41,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.0,,,,
1,ISR,Asia,Israel,2021-01-05,456139.0,7966.0,6248.714,3496.0,51.0,29.143,52699.075,920.335,721.932,403.903,5.892,3.367,1.32,279.0,32.234,1821.0,210.385,,,,,116533.0,8870559.0,1024.8419999999999,13.463,99070.0,11.446,0.063,15.9,tests performed,1557819.0,1557817.0,2.0,124697.0,125567.0,18.0,18.0,0.0,14507.0,82.41,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.0,,,0.0,
2,ISR,Asia,Israel,2021-01-06,463448.0,7309.0,6694.857,3529.0,33.0,31.714000000000002,53543.505,844.43,773.4760000000001,407.716,3.813,3.6639999999999997,1.29,280.0,32.349000000000004,1862.0,215.122,,,,,122920.0,8993479.0,1039.0430000000001,14.200999999999999,101860.0,11.767999999999999,0.066,15.2,tests performed,1660727.0,1660725.0,2.0,102908.0,118469.0,19.19,19.19,0.0,13687.0,82.41,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.0,,,0.0,
3,ISR,Asia,Israel,2021-01-07,471048.0,7600.0,6826.571,3552.0,23.0,32.429,54421.555,878.05,788.694,410.37300000000005,2.657,3.747,1.27,283.0,32.696,1884.0,217.66400000000002,,,,,117948.0,9111427.0,1052.67,13.627,103910.0,12.005,0.066,15.2,tests performed,1776367.0,1776362.0,5.0,115640.0,112417.0,20.52,20.52,0.0,12988.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.0,,,0.0,
4,ISR,Asia,Israel,2021-01-08,477357.0,6309.0,6978.143,3596.0,44.0,34.286,55150.452000000005,728.8969999999999,806.205,415.45599999999996,5.083,3.9610000000000003,1.27,296.0,34.198,1962.0,226.676,,,,,116983.0,9228410.0,1066.185,13.515,106162.0,12.265,0.066,15.2,tests performed,1842575.0,1842567.0,8.0,66208.0,111709.0,21.29,21.29,0.0,12906.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.0,,,0.0,
5,ISR,Asia,Israel,2021-01-09,485434.0,8077.0,7233.571,3645.0,49.0,36.143,56083.612,933.159,835.716,421.11800000000005,5.6610000000000005,4.176,1.25,295.0,34.082,1991.0,230.02599999999998,,,,,80260.0,9308670.0,1075.458,9.273,106605.0,12.315999999999999,0.068,14.7,tests performed,1887008.0,1886978.0,30.0,44433.0,107835.0,21.8,21.8,0.0,12458.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.0,,,0.0,
6,ISR,Asia,Israel,2021-01-10,491319.0,5885.0,7111.0,3671.0,26.0,36.429,56763.523,679.9110000000001,821.555,424.121,3.0039999999999996,4.209,1.23,308.0,35.584,2171.0,250.822,1057.0,122.118,1890.0,218.357,96440.0,9405110.0,1086.6,11.142000000000001,108963.0,12.589,0.065,15.3,tests performed,1930477.0,1924462.0,6015.0,43469.0,92722.0,22.3,22.23,0.07,10712.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.07,7111.0,,0.07,
7,ISR,Asia,Israel,2021-01-11,501073.0,9754.0,7557.143,3704.0,33.0,37.0,57890.431,1126.9080000000001,873.0989999999999,427.934,3.813,4.275,1.22,320.0,36.971,2177.0,251.515,,,,,126327.0,9531437.0,1101.195,14.595,111059.0,12.831,0.068,14.7,tests performed,1970688.0,1945449.0,25239.0,40211.0,76795.0,22.77,22.48,0.29,8872.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.29,7557.142857142857,446.1428571428569,0.21999999999999997,
8,ISR,Asia,Israel,2021-01-12,510063.0,8990.0,7703.429,3771.0,67.0,39.286,58929.072,1038.641,890.0,435.675,7.7410000000000005,4.539,1.19,318.0,36.739000000000004,2174.0,251.169,,,,,120994.0,9652431.0,1115.174,13.979000000000001,111696.0,12.905,0.069,14.5,tests performed,2030142.0,1969278.0,60864.0,59454.0,67475.0,23.45,22.75,0.7,7796.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,0.7,7703.428571428572,146.28571428571468,0.41,
9,ISR,Asia,Israel,2021-01-13,520060.0,9997.0,8087.429,3817.0,46.0,41.143,60084.055,1154.983,934.3639999999999,440.98900000000003,5.315,4.753,1.17,322.0,37.202,2171.0,250.822,,,,,122324.0,9774755.0,1129.306,14.132,111611.0,12.895,0.07200000000000001,13.8,tests performed,2138764.0,2021106.0,117658.0,108622.0,68291.0,24.71,23.35,1.36,7890.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,1.36,8087.428571428572,384.0,0.6600000000000001,
10,ISR,Asia,Israel,2021-01-14,529814.0,9754.0,8395.143,3870.0,53.0,45.428999999999995,61210.962999999996,1126.9080000000001,969.915,447.11199999999997,6.122999999999999,5.247999999999999,1.14,332.0,38.357,2188.0,252.78599999999997,,,,,124893.0,9899648.0,1143.735,14.429,112603.0,13.009,0.075,13.4,tests performed,2263697.0,2077321.0,186376.0,124933.0,69619.0,26.15,24.0,2.15,8043.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,2.15,8395.142857142857,307.7142857142853,0.7899999999999998,
11,ISR,Asia,Israel,2021-01-15,535049.0,5235.0,8241.714,3910.0,40.0,44.857,61815.778,604.815,952.189,451.73400000000004,4.621,5.182,1.11,327.0,37.779,2213.0,255.674,,,,,102024.0,10001672.0,1155.522,11.787,110466.0,12.762,0.075,13.4,tests performed,2330122.0,2107879.0,222243.0,66425.0,69650.0,26.92,24.35,2.57,8047.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,2.57,8241.714285714286,-153.42857142857065,0.41999999999999993,
12,ISR,Asia,Israel,2021-01-16,543499.0,8450.0,8295.0,3959.0,49.0,44.857,62792.030999999995,976.253,958.346,457.395,5.6610000000000005,5.182,1.09,319.0,36.855,2251.0,260.065,,,,,71754.0,10073426.0,1163.812,8.29,109251.0,12.622,0.076,13.2,tests performed,2385406.0,2137205.0,248201.0,55284.0,71200.0,27.56,24.69,2.87,8226.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,2.87,8295.0,53.285714285713766,0.30000000000000027,
13,ISR,Asia,Israel,2021-01-17,551689.0,8190.0,8624.286,4005.0,46.0,47.714,63738.246,946.215,996.3889999999999,462.709,5.315,5.513,1.07,342.0,39.512,2435.0,281.323,1190.0,137.484,1994.0,230.373,64475.0,10137901.0,1171.261,7.449,104684.0,12.094000000000001,0.08199999999999999,12.1,tests performed,2538009.0,2205414.0,332595.0,152603.0,86790.0,29.32,25.48,3.84,10027.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,3.84,8624.285714285714,329.28571428571377,0.9699999999999998,216.18367346938768
14,ISR,Asia,Israel,2021-01-18,558249.0,6560.0,8168.0,4044.0,39.0,48.571000000000005,64496.142,757.8960000000001,943.673,467.215,4.506,5.612,1.03,346.0,39.974000000000004,2331.0,269.307,,,,,102019.0,10239920.0,1183.048,11.787,101212.0,11.693,0.081,12.4,tests performed,2727659.0,2274909.0,452750.0,189650.0,108139.0,31.51,26.28,5.23,12494.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,5.23,8168.0,-456.28571428571377,1.3900000000000006,87.26530612244902
15,ISR,Asia,Israel,2021-01-19,565629.0,7380.0,7938.0,4080.0,36.0,44.143,65348.775,852.633,917.1,471.374,4.159,5.1,1.0,363.0,41.938,2295.0,265.14799999999997,,,,,96080.0,10336000.0,1194.1480000000001,11.1,97653.0,11.282,0.081,12.3,tests performed,2937762.0,2347563.0,590199.0,210103.0,129660.0,33.94,27.12,6.82,14980.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,6.82,7938.0,-230.0,1.5899999999999999,33.51020408163264
16,ISR,Asia,Israel,2021-01-20,575842.0,10213.0,7968.857,4181.0,101.0,52.0,66528.713,1179.938,920.665,483.043,11.669,6.007999999999999,0.99,370.0,42.747,2238.0,258.563,,,,,93421.0,10429421.0,1204.942,10.793,93524.0,10.805,0.085,11.7,tests performed,3157600.0,2424075.0,733525.0,219838.0,145548.0,36.48,28.01,8.47,16816.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,8.48,7968.857142857143,30.857142857143117,1.6600000000000001,-16.938775510204064
17,ISR,Asia,Israel,2021-01-21,582869.0,7027.0,7579.286,4245.0,64.0,53.571000000000005,67340.563,811.85,875.6569999999999,490.43699999999995,7.394,6.189,0.97,391.0,45.173,2207.0,254.981,,,,,82622.0,10512043.0,1214.487,9.546,87485.0,10.107000000000001,0.087,11.5,tests performed,3391079.0,2493719.0,897360.0,233479.0,161055.0,39.18,28.81,10.37,18607.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,10.37,7579.285714285715,-389.57142857142844,1.8899999999999988,-116.55102040816317
18,ISR,Asia,Israel,2021-01-22,589028.0,6159.0,7711.286,4266.0,21.0,50.857,68052.13,711.567,890.9069999999999,492.86300000000006,2.426,5.876,0.96,402.0,46.443999999999996,2125.0,245.507,,,,,86036.0,10598079.0,1224.427,9.94,85201.0,9.844,0.091,11.0,tests performed,3499658.0,2531421.0,968237.0,108579.0,167077.0,40.43,29.25,11.19,19303.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,11.19,7711.285714285715,132.0,0.8200000000000003,-75.77551020408166
19,ISR,Asia,Israel,2021-01-23,593961.0,4933.0,7208.857,4341.0,75.0,54.571000000000005,68622.054,569.924,832.86,501.528,8.665,6.305,0.94,408.0,47.137,2109.0,243.65900000000002,,,,,30999.0,10629078.0,1228.009,3.5810000000000004,79379.0,9.171,0.091,11.0,tests performed,3592941.0,2571251.0,1021690.0,93283.0,172505.0,41.51,29.71,11.8,19930.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,11.81,7208.857142857143,-502.42857142857156,0.620000000000001,-155.1632653061224
20,ISR,Asia,Israel,2021-01-24,597403.0,3442.0,6530.571,4419.0,78.0,59.143,69019.718,397.664,754.4960000000001,510.54,9.012,6.832999999999999,0.93,399.0,46.098,2230.0,257.638,1102.0,127.31700000000001,1838.0,212.35,54454.0,10683532.0,1234.3,6.291,77947.0,9.005,0.084,11.9,tests performed,3802134.0,2640162.0,1161972.0,209193.0,180589.0,43.93,30.5,13.42,20864.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,13.43,6530.571428571428,-678.2857142857147,1.6199999999999992,-299.10204081632645
21,ISR,Asia,Israel,2021-01-25,601069.0,3666.0,6117.143,4498.0,79.0,64.857,69443.262,423.54400000000004,706.7310000000001,519.6669999999999,9.127,7.492999999999999,0.94,392.0,45.288999999999994,2163.0,249.898,,,,,91649.0,10775181.0,1244.888,10.588,76466.0,8.834,0.08,12.5,tests performed,4021946.0,2720874.0,1301072.0,219812.0,184898.0,46.47,31.44,15.03,21362.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,15.03,6117.142857142857,-413.42857142857156,1.5999999999999996,-292.97959183673476
22,ISR,Asia,Israel,2021-01-26,609656.0,8587.0,6289.571,4513.0,15.0,61.857,70435.343,992.081,726.653,521.4,1.733,7.147,0.98,405.0,46.791000000000004,2090.0,241.46400000000003,,,,,83587.0,10858768.0,1254.545,9.657,74681.0,8.628,0.084,11.9,tests performed,4226407.0,2799343.0,1427064.0,204461.0,184092.0,48.83,32.34,16.49,21269.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,16.49,6289.571428571428,172.42857142857156,1.459999999999999,-235.48979591836738
